ticker,asset_name,asset_type,stock_price,transaction,transaction_date,asset_value_low,asset_value_high,last_name,first_name,owner,additional_details
NVO,Novo Nordisk A/S,Stock,27.86,Purchase,04/02/2020,1001,15000,Carper,Thomas R,Spouse,--
PEP,"PepsiCo, Inc.",Stock,110.61,Purchase,04/02/2020,1001,15000,Carper,Thomas R,Spouse,--
TSN,"Tyson Foods, Inc.",Stock,48.38,Purchase,04/02/2020,1001,15000,Carper,Thomas R,Spouse,--
NTRA,"Natera, Inc.",Stock,104.06,Sale (Partial),04/20/2021,1001,15000,"Hagerty, IV",William F,Self,"Asset held by Roundstone Ventures, LLC"
GAN,GAN Limited,Stock,18.99,Sale (Full),04/13/2021,1001,15000,Carper,Thomas R,Spouse,--
CWEN,"Clearway Energy, Inc.",Stock,24.33,Purchase,04/05/2021,1001,15000,Carper,Thomas R,Spouse,--
AMAT,"Applied Materials, Inc.",Stock,130.38,Sale (Full),04/16/2021,50001,100000,Wyden,Ron L,Spouse,--
KLAC,KLA Corporation,Stock,320.57,Sale (Full),04/16/2021,50001,100000,Wyden,Ron L,Spouse,--
MTCH,"Match Group, Inc.",Stock,142.66,Purchase,04/01/2021,15001,50000,Wyden,Ron L,Spouse,--
VPU,Vanguard Utilities Index Fund ETF Shares,Stock,132.72,Purchase,04/15/2021,1001,15000,Peters,Gary C,Self,--
VZ,Verizon Communications Inc.,Stock,48.65,Sale (Full),04/05/2021,15001,50000,Duckworth,Ladda Tammy,Joint,--
ITW,Illinois Tool Works Inc.,Stock,207.6,Sale (Partial),04/05/2021,1001,15000,Duckworth,Ladda Tammy,Joint,--
DIS,The Walt Disney Company,Stock,187.89,Sale (Full),04/05/2021,1001,15000,Duckworth,Ladda Tammy,Joint,--
RPM,RPM International Inc.,Stock,78.67,Sale (Partial),03/05/2021,15001,50000,Sullivan,Daniel S,Joint,"The filer's portfolio is managed by a third party investment professional. The filer was advised of these transactions on April 13, 2021. This activity is part of an ongoing long-term portfolio diversification strategy that regularly includes similar transactions"
UBSI,"United Bankshares, Inc.",Stock,34.21,Purchase,03/03/2021,100001,250000,Capito,Shelley M,Spouse,--
USB,U.S. Bancorp,Stock,46.12,Purchase,03/09/2021,1001,15000,Capito,Shelley M,Spouse,--
JPM,JPMorgan Chase & Co.,Stock,138.76,Purchase,03/09/2021,1001,15000,Capito,Shelley M,Spouse,--
BLK,"BlackRock, Inc.",Stock,668.95,Purchase,03/09/2021,1001,15000,Capito,Shelley M,Spouse,--
WFC,Wells Fargo & Company,Stock,35.29,Purchase,03/24/2021,15001,50000,Capito,Shelley M,Spouse,--
C,Citigroup Inc.,Stock,63.34,Sale (Partial),03/25/2021,1001,15000,Capito,Shelley M,Spouse,--
AMAT,"Applied Materials, Inc.",Stock,136.05,Sale (Partial),04/06/2021,100001,250000,Wyden,Ron L,Spouse,--
KLAC,KLA Corporation,Stock,333.66,Sale (Partial),04/06/2021,100001,250000,Wyden,Ron L,Spouse,--
STZ,"Constellation Brands, Inc.",Stock,225.82,Sale (Full),04/06/2021,100001,250000,Wyden,Ron L,Spouse,--
AVGO,Broadcom Inc.,Stock,446.72,Sale (Full),04/06/2021,100001,250000,Wyden,Ron L,Spouse,--
INTC,Intel Corporation,Stock,60.01,Sale (Full),04/06/2021,15001,50000,Wyden,Ron L,Spouse,--
KLAC,KLA Corporation,Stock,333.66,Sale (Full),04/06/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #3
KLAC,KLA Corporation,Stock,333.66,Sale (Full),04/06/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #2
KLAC,KLA Corporation,Stock,333.66,Sale (Full),04/06/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #1
QRTEP,"Qurate Retail, Inc.",Stock,65.74,Purchase,03/26/2021,15001,50000,"Hagerty, IV",William F,Self,"Asset held by Roundstone Ventures, LLC"
AVGO,Broadcom Inc.,Stock,421.14,Sale (Partial),03/30/2021,1001,15000,Wyden,Ron L,Spouse,--
STX,Seagate Technology plc,Stock,64.88,Purchase,03/05/2021,1001,15000,Wyden,Ron L,Spouse,--
AVGO,Broadcom Inc.,Stock,406.36,Purchase,03/04/2021,1001,15000,Wyden,Ron L,Spouse,--
STX,Seagate Technology plc,Stock,63.32,Purchase,03/04/2021,1001,15000,Wyden,Ron L,Spouse,--
CARG,"CarGurus, Inc.",Stock,32.12,Purchase,02/12/2021,1001,15000,Hickenlooper,John W,Spouse,--
STX,Seagate Technology plc,Stock,64.75,Purchase,02/26/2021,1001,15000,Wyden,Ron L,Spouse,--
AMAT,"Applied Materials, Inc.",Stock,115.23,Purchase,02/26/2021,1001,15000,Wyden,Ron L,Spouse,--
KLAC,KLA Corporation,Stock,299.61,Purchase,02/26/2021,1001,15000,Wyden,Ron L,Spouse,--
WFC,Wells Fargo & Company,Stock,34.89,Purchase,03/03/2021,1001,15000,"McConnell, Jr.",A. Mitchell,Spouse,Dividend Reinvestment
UBSI,"United Bankshares, Inc.",Stock,33.01,Purchase,02/23/2021,50001,100000,Capito,Shelley M,Spouse,--
CSCO,"Cisco Systems, Inc.",Stock,44.38,Sale (Partial),02/08/2021,1001,15000,Capito,Shelley M,Spouse,--
INTC,Intel Corporation,Stock,57.18,Purchase,02/16/2021,1001,15000,Carper,Thomas R,Spouse,--
LMND,"Lemonade, Inc.",Stock,160.74,Sale (Partial),01/08/2021,1001,15000,"Hagerty, IV",William F,Self,--
VRM,"Vroom, Inc.",Stock,3259.2,Purchase,01/08/2021,1001,15000,"Hagerty, IV",William F,Self,--
AAPL,Apple Inc.,Stock,129.4,Purchase,01/20/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #3
AAPL,Apple Inc.,Stock,129.4,Purchase,01/20/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #2
AAPL,Apple Inc.,Stock,129.4,Purchase,01/20/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #1
AAPL,Apple Inc.,Stock,139.23,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #3
DIS,The Walt Disney Company,Stock,162.5,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #3
KLAC,KLA Corporation,Stock,273.07,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #3
AAPL,Apple Inc.,Stock,139.23,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #2
DIS,The Walt Disney Company,Stock,162.5,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #2
KLAC,KLA Corporation,Stock,273.07,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #2
AAPL,Apple Inc.,Stock,139.23,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #1
DIS,The Walt Disney Company,Stock,162.5,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #1
KLAC,KLA Corporation,Stock,273.07,Purchase,01/27/2021,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #1
COST,Costco Wholesale Corporation,Stock,339.9,Sale (Full),01/27/2021,1001,15000,"Moran,  ",Jerry,Spouse,--
COST,Costco Wholesale Corporation,Stock,339.9,Sale (Full),01/27/2021,1001,15000,"Moran,  ",Jerry,Self,--
STAG,"STAG Industrial, Inc.",Stock,26.68,Purchase,01/15/2021,1001,15000,Peters,Gary C,Self,--
AEP,"American Electric Power Company, Inc.",Stock,70.65,Purchase,01/15/2021,1001,15000,Peters,Gary C,Self,--
DD,"DuPont de Nemours, Inc.",Stock,73.29,Sale (Partial),01/27/2021,15001,50000,Carper,Thomas R,Spouse,--
PBA,Pembina Pipeline Corporation,Stock,22.48,Sale (Full),01/26/2021,1001,15000,Carper,Thomas R,Spouse,--
AQN,Algonquin Power & Utilities Corp.,Stock,14.48,Purchase,01/26/2021,1001,15000,Carper,Thomas R,Spouse,--
VIAV,Viavi Solutions Inc.,Stock,16.0,Sale (Full),01/25/2021,1001,15000,Carper,Thomas R,Spouse,--
DDOG,"Datadog, Inc.",Stock,104.25,Sale (Full),01/11/2021,1001,15000,Carper,Thomas R,Spouse,--
CAG,"Conagra Brands, Inc.",Stock,28.92,Sale (Full),01/11/2021,1001,15000,Carper,Thomas R,Spouse,--
UNH,UnitedHealth Group Incorporated,Stock,335.06,Purchase,12/31/2020,1001,15000,Capito,Shelley M,Spouse,--
PSX,Phillips 66,Stock,60.72,Purchase,12/31/2020,1001,15000,Capito,Shelley M,Spouse,--
AMT,American Tower Corporation (REIT),Stock,205.57,Purchase,12/31/2020,1001,15000,Capito,Shelley M,Spouse,--
SYY,Sysco Corporation,Stock,68.04,Sale (Full),12/31/2020,1001,15000,Capito,Shelley M,Spouse,--
PII,Polaris Inc.,Stock,88.37,Sale (Full),12/31/2020,1001,15000,Capito,Shelley M,Spouse,--
OTIS,Otis Worldwide Corporation,Stock,64.3,Sale (Full),12/31/2020,1001,15000,Capito,Shelley M,Spouse,--
XOM,Exxon Mobil Corporation,Stock,35.5,Sale (Full),12/31/2020,1001,15000,Capito,Shelley M,Spouse,--
CLX,The Clorox Company,Stock,181.83,Sale (Partial),12/31/2020,1001,15000,Capito,Shelley M,Spouse,--
CARR,Carrier Global Corporation,Stock,36.03,Sale (Full),12/31/2020,1001,15000,Capito,Shelley M,Self,--
WFC,Wells Fargo & Company,Stock,27.44,Sale (Full),12/15/2020,15001,50000,Capito,Shelley M,Spouse,--
TSLA,"Tesla, Inc.",Stock,231.59,Purchase,12/30/2020,1001,15000,Carper,Thomas R,Spouse,--
PBA,Pembina Pipeline Corporation,Stock,19.42,Sale (Full),12/30/2020,1001,15000,Carper,Thomas R,Spouse,--
DD,"DuPont de Nemours, Inc.",Stock,66.14,Sale (Partial),12/30/2020,1001,15000,Carper,Thomas R,Spouse,--
DOW,Dow Inc.,Stock,47.32,Sale (Partial),12/30/2020,1001,15000,Carper,Thomas R,Spouse,--
VTRS,Viatris Inc.,Stock,16.05,Sale (Full),12/30/2020,1001,15000,Carper,Thomas R,Spouse,--
NTAP,"NetApp, Inc.",Stock,59.56,Purchase,12/30/2020,1001,15000,Carper,Thomas R,Spouse,--
WMT,Walmart Inc.,Stock,45.17,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
UPS,"United Parcel Service, Inc.",Stock,144.9,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
SBUX,Starbucks Corporation,Stock,83.74,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
PLD,"Prologis, Inc.",Stock,97.13,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
PG,The Procter & Gamble Company,Stock,130.49,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
JPM,JPMorgan Chase & Co.,Stock,94.68,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
MSFT,Microsoft Corporation,Stock,216.09,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
MDT,Medtronic plc,Stock,94.28,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
LOW,"Lowe's Companies, Inc.",Stock,158.9,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
DIS,The Walt Disney Company,Stock,126.55,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
CMCSA,Comcast Corporation,Stock,40.66,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
CSCO,"Cisco Systems, Inc.",Stock,33.49,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
CVS,CVS Health Corporation,Stock,55.69,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
BLK,"BlackRock, Inc.",Stock,612.34,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
AAPL,Apple Inc.,Stock,116.46,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
AMGN,Amgen Inc.,Stock,206.3,Sale (Full),11/05/2020,1001,15000,Cassidy,William,Spouse,--
WFC,Wells Fargo & Company,Stock,26.91,Purchase,12/03/2020,1001,15000,"McConnell, Jr.",A. Mitchell,Spouse,Dividend Reinvestment
BYND,"Beyond Meat, Inc.",Stock,125.01,Sale (Full),11/10/2020,50001,100000,Wyden,Ron L,Spouse,--
V,Visa Inc.,Stock,198.79,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
QCOM,QUALCOMM Incorporated,Stock,135.42,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
SNPS,"Synopsys, Inc.",Stock,218.51,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
GOLD,Barrick Gold Corporation,Stock,21.77,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
OHI,"Omega Healthcare Investors, Inc.",Stock,25.45,Sale (Full),11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
WIW,Western Asset Inflation-Linked Opportunities & Inc,Stock,8.49,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
ERIC,Telefonaktiebolaget LM Ericsson (publ),Stock,11.08,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
ARE,"Alexandria Real Estate Equities, Inc.",Stock,146.41,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
LGI,"Lazard Global Total Return and Income Fund, Inc.",Stock,12.46,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
MRVL,Marvell Technology Group Ltd.,Stock,43.27,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
BRKR,Bruker Corporation,Stock,50.55,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
ACIW,"ACI Worldwide, Inc.",Stock,32.13,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
SWKS,"Skyworks Solutions, Inc.",Stock,130.43,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
CEF,Sprott Physical Gold and Silver Trust,Stock,18.43,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
WW,"WW International, Inc.",Stock,27.44,Sale (Full),11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
GMAB,Genmab A/S,Stock,36.53,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
BAH,Booz Allen Hamilton Holding Corporation,Stock,82.33,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
LDP,Cohen & Steers Limited Duration Preferred and Inco,Stock,18.5,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
ABBV,AbbVie Inc.,Stock,87.36,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
HBI,Hanesbrands Inc.,Stock,12.43,Sale (Full),11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
FTNT,"Fortinet, Inc.",Stock,23.62,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
NTLA,"Intellia Therapeutics, Inc.",Stock,32.34,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
KEYS,"Keysight Technologies, Inc.",Stock,116.17,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
PAGS,PagSeguro Digital Ltd.,Stock,42.57,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
CTVA,"Corteva, Inc.",Stock,35.83,Sale (Partial),11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
VIAV,Viavi Solutions Inc.,Stock,13.69,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
CRWD,"CrowdStrike Holdings, Inc.",Stock,145.72,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
DD,"DuPont de Nemours, Inc.",Stock,58.58,Sale (Partial),11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
DOW,Dow Inc.,Stock,46.11,Sale (Partial),11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
DDOG,"Datadog, Inc.",Stock,89.09,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
AAPL,Apple Inc.,Stock,115.0,Sale (Partial),11/20/2020,50001,100000,Carper,Thomas R,Spouse,--
GLW,Corning Incorporated,Stock,32.9,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
HAL,Halliburton Company,Stock,15.17,Sale (Full),11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
PAAS,Pan American Silver Corp.,Stock,28.61,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
TMO,Thermo Fisher Scientific Inc.,Stock,447.44,Purchase,11/20/2020,1001,15000,Carper,Thomas R,Spouse,--
RIO,Rio Tinto Group,Stock,45.82,Purchase,11/16/2020,1001,15000,Carper,Thomas R,Spouse,--
NVS,Novartis AG,Stock,69.23,Sale (Full),04/05/2019,1001,15000,Cassidy,William,Spouse,--
NVDA,NVIDIA Corporation,Stock,137.76,Purchase,10/16/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #3
WDAY,"Workday, Inc.",Stock,229.45,Purchase,10/16/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #3
NVDA,NVIDIA Corporation,Stock,137.76,Purchase,10/16/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #2
WDAY,"Workday, Inc.",Stock,229.45,Purchase,10/16/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #2
NVDA,NVIDIA Corporation,Stock,137.76,Purchase,10/16/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #1
WDAY,"Workday, Inc.",Stock,229.45,Purchase,10/16/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of Fidelity Brokerage - Dependent #1
CB,Chubb Limited,Stock,114.43,Sale (Full),09/09/2020,15001,50000,Whitehouse,Sheldon,Joint,--
TT,Trane Technologies plc,Stock,115.01,Sale (Full),09/30/2020,15001,50000,Whitehouse,Sheldon,Joint,--
TT,Trane Technologies plc,Stock,115.01,Sale (Full),09/30/2020,15001,50000,Whitehouse,Sheldon,Self,--
AAPL,Apple Inc.,Stock,109.58,Sale (Partial),09/11/2020,1001,15000,Cassidy,William,Spouse,--
NFLX,"Netflix, Inc.",Stock,476.26,Sale (Full),09/14/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of dependent #1
NFLX,"Netflix, Inc.",Stock,476.26,Sale (Full),09/14/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of dependent #2
NFLX,"Netflix, Inc.",Stock,470.61,Sale (Full),09/23/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of dependent #3
LDP,Cohen & Steers Limited Duration Preferred and Inco,Stock,17.41,Purchase,09/24/2020,1001,15000,Carper,Thomas R,Spouse,--
LDP,Cohen & Steers Limited Duration Preferred and Inco,Stock,17.9,Purchase,09/22/2020,1001,15000,Carper,Thomas R,Spouse,--
WIW,Western Asset Inflation-Linked Opportunities & Inc,Stock,8.34,Purchase,09/22/2020,1001,15000,Carper,Thomas R,Spouse,--
W,Wayfair Inc.,Stock,300.21,Sale (Full),09/02/2020,50001,100000,Wyden,Ron L,Spouse,--
AAPL,Apple Inc.,Stock,128.56,Purchase,09/02/2020,50001,100000,Wyden,Ron L,Spouse,--
AMZN,"Amazon.com, Inc.",Stock,174.96,Purchase,09/01/2020,15001,50000,Wyden,Ron L,Spouse,--
AAPL,Apple Inc.,Stock,122.31,Purchase,08/27/2020,50001,100000,Wyden,Ron L,Spouse,--
AMWD,American Woodmark Corporation,Stock,87.16,Sale (Full),08/27/2020,1001,15000,Wyden,Ron L,Spouse,--
IRBT,iRobot Corporation,Stock,76.46,Purchase,08/26/2020,1001,15000,Wyden,Ron L,Spouse,--
UPS,"United Parcel Service, Inc.",Stock,140.89,Purchase,08/25/2020,50001,100000,Wyden,Ron L,Spouse,--
FDX,FedEx Corporation,Stock,201.32,Purchase,08/25/2020,15001,50000,Wyden,Ron L,Spouse,--
W,Wayfair Inc.,Stock,338.0,Purchase,08/24/2020,50001,100000,Wyden,Ron L,Spouse,--
SQ,"Square, Inc.",Stock,151.79,Purchase,08/24/2020,15001,50000,Wyden,Ron L,Spouse,--
KR,The Kroger Co.,Stock,33.27,Sale (Full),08/24/2020,50001,100000,Wyden,Ron L,Spouse,--
CLX,The Clorox Company,Stock,199.89,Sale (Full),08/24/2020,1001,15000,Wyden,Ron L,Spouse,--
AMWD,American Woodmark Corporation,Stock,95.14,Purchase,08/24/2020,1001,15000,Wyden,Ron L,Spouse,--
SBUX,Starbucks Corporation,Stock,71.74,Sale (Partial),08/19/2020,1001,15000,Cassidy,William,Spouse,--
MSFT,Microsoft Corporation,Stock,202.94,Sale (Partial),08/19/2020,1001,15000,Cassidy,William,Spouse,--
LOW,"Lowe's Companies, Inc.",Stock,148.09,Sale (Partial),08/19/2020,1001,15000,Cassidy,William,Spouse,--
IBM,International Business Machines Corporation,Stock,98.96,Sale (Partial),08/19/2020,1001,15000,Cassidy,William,Spouse,--
DIS,The Walt Disney Company,Stock,127.35,Sale (Partial),08/19/2020,1001,15000,Cassidy,William,Spouse,--
CMCSA,Comcast Corporation,Stock,39.51,Sale (Partial),08/19/2020,1001,15000,Cassidy,William,Spouse,--
CSCO,"Cisco Systems, Inc.",Stock,37.32,Sale (Partial),08/19/2020,1001,15000,Cassidy,William,Spouse,--
AAPL,Apple Inc.,Stock,113.21,Sale (Partial),08/19/2020,1001,15000,Cassidy,William,Spouse,--
VZ,Verizon Communications Inc.,Stock,47.88,Purchase,08/18/2020,1001,15000,"King, Jr.",Angus S,Spouse,--
SLB,Schlumberger Limited,Stock,18.44,Sale (Full),08/18/2020,1001,15000,"King, Jr.",Angus S,Spouse,--
XOM,Exxon Mobil Corporation,Stock,35.68,Sale (Full),08/18/2020,1001,15000,"King, Jr.",Angus S,Spouse,--
COP,ConocoPhillips,Stock,34.92,Sale (Full),08/18/2020,1001,15000,"King, Jr.",Angus S,Spouse,--
WFC,Wells Fargo & Company,Stock,22.57,Purchase,09/02/2020,1001,15000,"McConnell, Jr.",A. Mitchell,Spouse,Dividend Reinvestment
WFC,Wells Fargo & Company,Stock,21.72,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
DIS,The Walt Disney Company,Stock,127.03,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
V,Visa Inc.,Stock,198.73,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
TXN,Texas Instruments Incorporated,Stock,126.44,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
JPM,JPMorgan Chase & Co.,Stock,87.49,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
KO,The Coca-Cola Company,Stock,42.14,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
AAPL,Apple Inc.,Stock,121.68,Sale (Partial),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
ALL,The Allstate Corporation,Stock,85.53,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
ABBV,AbbVie Inc.,Stock,81.08,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
KR,The Kroger Co.,Stock,33.13,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
CVX,Chevron Corporation,Stock,72.46,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
BRK-B,Berkshire Hathaway Inc.,Stock,207.43,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Spouse,--
WFC,Wells Fargo & Company,Stock,21.72,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
DIS,The Walt Disney Company,Stock,127.03,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
V,Visa Inc.,Stock,198.73,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
TXN,Texas Instruments Incorporated,Stock,126.44,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
OXY,Occidental Petroleum Corporation,Stock,12.81,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
MPC,Marathon Petroleum Corporation,Stock,31.63,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
JPM,JPMorgan Chase & Co.,Stock,87.49,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
COST,Costco Wholesale Corporation,Stock,319.66,Sale (Partial),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
KO,The Coca-Cola Company,Stock,42.14,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
BRK-B,Berkshire Hathaway Inc.,Stock,207.43,Sale (Partial),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
AAPL,Apple Inc.,Stock,121.68,Sale (Partial),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
ALL,The Allstate Corporation,Stock,85.53,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
ABBV,AbbVie Inc.,Stock,81.08,Sale (Full),08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
KR,The Kroger Co.,Stock,33.13,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
USB,U.S. Bancorp,Stock,30.06,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
JNJ,Johnson & Johnson,Stock,136.86,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
INTC,Intel Corporation,Stock,44.51,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
GILD,"Gilead Sciences, Inc.",Stock,56.88,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
CVS,CVS Health Corporation,Stock,57.49,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
CVX,Chevron Corporation,Stock,72.46,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
BAC,Bank of America Corporation,Stock,22.76,Purchase,08/21/2020,1001,15000,"Moran,  ",Jerry,Self,--
LDP,Cohen & Steers Limited Duration Preferred and Inco,Stock,17.64,Purchase,08/21/2020,1001,15000,Carper,Thomas R,Spouse,--
TCEHY,Tencent Holdings Limited,Stock,64.54,Sale (Partial),08/21/2020,1001,15000,Carper,Thomas R,Spouse,--
ARE,"Alexandria Real Estate Equities, Inc.",Stock,151.25,Sale (Partial),08/21/2020,1001,15000,Carper,Thomas R,Spouse,--
LDP,Cohen & Steers Limited Duration Preferred and Inco,Stock,17.68,Purchase,08/06/2020,1001,15000,Carper,Thomas R,Spouse,--
NFLX,"Netflix, Inc.",Stock,497.9,Purchase,08/20/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of dependent child #3
NFLX,"Netflix, Inc.",Stock,497.9,Purchase,08/20/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of dependent child #2
NFLX,"Netflix, Inc.",Stock,497.9,Purchase,08/20/2020,1001,15000,Wyden,Ron L,Child,Underlying asset of dependent child #1
NVDA,NVIDIA Corporation,Stock,126.47,Purchase,08/21/2020,50001,100000,Wyden,Ron L,Spouse,--
UPS,"United Parcel Service, Inc.",Stock,140.89,Purchase,08/21/2020,50001,100000,Wyden,Ron L,Spouse,--
